id;updatedDate;publishedDate;title;summary;authors;category;metaData;downloadLink;filePath
http://arxiv.org/abs/1304.2941v1;2013-04-10T12:53:22Z;2013-04-10T12:53:22Z;VeryHighPrecisionCalculationsInPhysics.pdf;  This is the introductory part of my Ph.D thesis, defended at the Faculty ofScience and Technology, NTNU on December 10, 2012.;Amna Noreen;math-ph;10 + 59 pages, 10 figures;http://arxiv.org/pdf/1304.2941v1.pdf;./files/VeryHighPrecisionCalculationsInPhysics.pdf
http://arxiv.org/abs/1305.5583v1;2013-05-23T23:46:47Z;2013-05-23T23:46:47Z;SomeSolvableQuantumMechanicalModelsAndTheirSymmetries.pdf;  This thesis is focused on some solvable quantum mechanical models and theirassociated symmetries.;Bikashkali Midya;math-ph;"Ph.D. Thesis. arXiv admin note: text overlap with
  arXiv:quant-ph/0401031, arXiv:hep-th/0703096, arXiv:hep-th/9405029 by other
  authors";http://arxiv.org/pdf/1305.5583v1.pdf;./files/SomeSolvableQuantumMechanicalModelsAndTheirSymmetries.pdf
http://arxiv.org/abs/hep-th/9911038v1;1999-11-05T15:59:31Z;1999-11-05T15:59:31Z;HighEnergyLimitsOfVariousActions.pdf;  This is a thesis submitted for the cand.scient. degree at the University ofOslo. It is meant to give a thorough presentation of two methods for derivingtensionless limits of strings, and the analogue in other models. Also, theapplicability of these methods are investigated by explicitly going through thecalculations for a variety of models. An important part of the thesis is thestudy of constrained Hamiltonian systems.;Harald G. Svendsen;hep-th;Thesis, 80 pages, 1 figure;http://arxiv.org/pdf/hep-th/9911038v1.pdf;./files/HighEnergyLimitsOfVariousActions.pdf
http://arxiv.org/abs/1907.02726v1;2019-07-05T08:42:16Z;2019-07-05T08:42:16Z;CyclicMutuallyUnbiasedBasesAndQuantumPublicKeyEncryption.pdf;  The thesis is mainly about the construction and implementation of cyclicmutually unbiased bases, dealing with different entanglement structures bydiscussing the related group structures. A recursive construction for Fermatnumber dimensions is given and related to Wiedemann's conjecture for systemswith more than 2048 qubits. The second part of the thesis analyses a quantumpublic-key encryption scheme.;Ulrich Seyfarth;quant-ph;PhD thesis, published 2013. 156 pages;http://arxiv.org/pdf/1907.02726v1.pdf;./files/CyclicMutuallyUnbiasedBasesAndQuantumPublicKeyEncryption.pdf
http://arxiv.org/abs/math/9908030v1;1999-08-06T20:49:55Z;1999-08-06T20:49:55Z;DiscreteGrowthModels.pdf;  Part I of the thesis gives a complete analysis of gaps in a one-dimensionalcreation-annihilation model. Part II contains a proof of the existence ofinfinitely many holes in the two-dimensional DLA cluster.;Dorothea M. Eberz-Wagner;math.PR;Ph. D. Thesis (University of Washington);http://arxiv.org/pdf/math/9908030v1.pdf;./files/DiscreteGrowthModels.pdf
http://arxiv.org/abs/math/0011134v1;2000-11-18T03:15:15Z;2000-11-18T03:15:15Z;TwoDimensionalDynamicalSystemsAdmittingTheNormalShift.pdf;  Two-dimensional case in the theory of dynamical systems admitting the normalshift differs crucially from multidimensional case. Features of two-dimensionalcase are gathered and studied in this thesis.;Andrey Boldin;math.DG;Thesis for the degree of Candidate of Sciences in Russia;http://arxiv.org/pdf/math/0011134v1.pdf;./files/TwoDimensionalDynamicalSystemsAdmittingTheNormalShift.pdf
http://arxiv.org/abs/0806.2013v1;2008-06-12T07:27:47Z;2008-06-12T07:27:47Z;SomeStudiesInNoncommutativeQuantumFieldTheories.pdf;  The central theme of this thesis is to study some aspects of noncommutativequantum mechanics and noncommutative quantum field theory. We explore hownoncommutative structures can emerge and study the consequences of suchstructures in various physical models.;Sunandan Gangopadhyay;hep-th;Ph.D. thesis (2008), Advisor : Biswajit Chakraborty;http://arxiv.org/pdf/0806.2013v1.pdf;./files/SomeStudiesInNoncommutativeQuantumFieldTheories.pdf
http://arxiv.org/abs/0906.1167v1;2009-06-05T16:59:51Z;2009-06-05T16:59:51Z;SpinModelsOfCalogeroSutherlandTypeAndAssociatedSpinChains.pdf;"  Several topics related to quantum spin models of Calogero-Sutherland type,partially solvable spin chains and Polychronakos's ""freezing trick"" arerigorously studied.";Alberto Enciso;math-ph;Ph.D. Thesis, Universidad Complutense (Thesis Defense: May 4, 2007);http://arxiv.org/pdf/0906.1167v1.pdf;./files/SpinModelsOfCalogeroSutherlandTypeAndAssociatedSpinChains.pdf
http://arxiv.org/abs/1104.1922v1;2011-04-11T12:01:10Z;2011-04-11T12:01:10Z;SomeNonPerturbativeAspectsOfGaugeTheories.pdf;  In this thesis we study some non perturbative aspects of gauge theories. Wegive particular emphasis on the understanding of dual confinement of magneticmonopoles by using flux tube configurations.;Chandrasekhar Chatterjee;hep-th;Ph.D. thesis. Supervisor: Dr. Amitabha Lahiri;http://arxiv.org/pdf/1104.1922v1.pdf;./files/SomeNonPerturbativeAspectsOfGaugeTheories.pdf
http://arxiv.org/abs/0907.3132v1;2009-07-17T07:57:56Z;2009-07-17T07:57:56Z;NumericalModelingOfFluidFlowThroughPorousMediaModelowanieNumeryczneTransportuPlynowPrzezOsrodkiPorowate.pdf;"  The aim of the thesis is to present and analyze two particular problems oftransport in porous media flow. The first of them is related to the process ofsaturation of porous building materials. Recently, M. K\""untz and P. Laval\'ee,using a computer model of this process, have concluded that the anomalousdiffusion assumption is correct. In this thesis I present an alternativeexplanation of this results without any refer to anomalous diffusion. Thesecond part of the thesis covers the numerical analysis of the tortuosity ofthe flow -- one of a very interesting physical macroscopic variablescharacterizing transport in porous media. (in Polish)";Maciej Matyka;physics.comp-ph;80 pages, PhD Thesis, in Polish;http://arxiv.org/pdf/0907.3132v1.pdf;./files/NumericalModelingOfFluidFlowThroughPorousMediaModelowanieNumeryczneTransportuPlynowPrzezOsrodkiPorowate.pdf
http://arxiv.org/abs/hep-lat/0211028v1;2002-11-15T16:52:47Z;2002-11-15T16:52:47Z;DimensionalReductionOfLatticeGaugeTheoryIn21D.pdf;  This is my Ph.D. thesis defended earlier this year. It contains mostlyinformation already presented in previous Bielefeld/Saclay papers on thissubject, though in more detailed form. It also includes actual calculations andsome unpublished material on phase structure of the reduced model.;Konstantin Petrov;hep-lat;ph.d. thesis;http://arxiv.org/pdf/hep-lat/0211028v1.pdf;./files/DimensionalReductionOfLatticeGaugeTheoryIn21D.pdf
http://arxiv.org/abs/hep-th/0011248v1;2000-11-28T11:41:49Z;2000-11-28T11:41:49Z;PoissonStructureInducedFieldTheoriesAndModelsOf11DimensionalGravity.pdf;  PhD thesis TU-Vienna, May 1994. Table of Contents: 1. Introduction, 2.Poisson Structure Induced Two Dimensional Field Theories, 3. Models of Gravityin 1+1 Dimensions;Thomas Strobl;hep-th;"86 pages, 8 figures, PhD thesis TU-Vienna, May 1994, awarded with the
  Austrian Viktor Hess price 1995";http://arxiv.org/pdf/hep-th/0011248v1.pdf;./files/PoissonStructureInducedFieldTheoriesAndModelsOf11DimensionalGravity.pdf
http://arxiv.org/abs/hep-th/0204043v1;2002-04-04T13:55:35Z;2002-04-04T13:55:35Z;MarginalDeformationsOfN=4SymAndOfItsSupersymmetricOrbifoldDescendants.pdf;  In this thesis exactly marginal deformations of field theories living onD3-branes at low energies are studied. These theories include  N=4 supersymmetric Yang-Mills theory and theories obtained from it via theorbifolding procedure.;Shlomo S. Razamat;hep-th;102 pages, MSc thesis;http://arxiv.org/pdf/hep-th/0204043v1.pdf;./files/MarginalDeformationsOfN=4SymAndOfItsSupersymmetricOrbifoldDescendants.pdf
http://arxiv.org/abs/hep-th/0205060v1;2002-05-07T11:45:29Z;2002-05-07T11:45:29Z;ThreebranesInFTheory.pdf;  This is a PhD thesis submitted to the University of the witwatersrand. ThePhD focusses on the computation of non-holomorphic corrections and the study ofmonopole solutions in N=2 SUSY Yang Mills theories from the perspective ofthreebranes in F-theory.;Alastair Paulin-Campbell;hep-th;"Phd. Thesis, accepted by the University of the Witwatersrand. 126
  pages";http://arxiv.org/pdf/hep-th/0205060v1.pdf;./files/ThreebranesInFTheory.pdf
http://arxiv.org/abs/math/0312175v1;2003-12-09T00:05:55Z;2003-12-09T00:05:55Z;ConstructionsWithBundleGerbes.pdf;  This thesis develops the theory of bundle gerbes and examines a number ofuseful constructions in this theory. These allow us to gain a greater insightinto the structure of bundle gerbes and related objects. Furthermore theynaturally lead to some interesting applications in physics.;Stuart Johnson;math.DG;PhD thesis, 137 pages;http://arxiv.org/pdf/math/0312175v1.pdf;./files/ConstructionsWithBundleGerbes.pdf
http://arxiv.org/abs/quant-ph/0404098v1;2004-04-16T15:46:05Z;2004-04-16T15:46:05Z;ContributionALaRechercheDesEquationsDeMouvementEnMecaniqueQuantiqueEtAUneInterpretationDeterministe.pdf;  In this thesis, we present the deterministic approach of quantum mechanicsalready presented in quant-ph/0103071 (Phys. lett. A 285 (2001) 27-33) of whichthis thesis is the embryo.;T. Djama;quant-ph;Tex, 79 pages, no figures;http://arxiv.org/pdf/quant-ph/0404098v1.pdf;./files/ContributionALaRechercheDesEquationsDeMouvementEnMecaniqueQuantiqueEtAUneInterpretationDeterministe.pdf
http://arxiv.org/abs/quant-ph/0612072v1;2006-12-10T20:52:42Z;2006-12-10T20:52:42Z;"EntanglementDistillation;ADiscourseOnBoundEntanglementInQuantumInformationTheory.pdf";  PhD thesis (University of York). The thesis covers in a unified way thematerial presented in quant-ph/0403073, quant-ph/0502040, quant-ph/0504160,quant-ph/0510035, quant-ph/0512012 and quant-ph/0603283. It includes two largereview chapters on entanglement and distillation.;Lieven Clarisse;quant-ph;192 pages;http://arxiv.org/pdf/quant-ph/0612072v1.pdf;"./files/EntanglementDistillation;ADiscourseOnBoundEntanglementInQuantumInformationTheory.pdf"
http://arxiv.org/abs/1209.2726v1;2012-09-12T20:49:27Z;2012-09-12T20:49:27Z;ExactSolutionsAndBlackHoleStabilityInHigherDimensionalSupergravityTheories.pdf;  This thesis examines exact solutions to gauged and ungauged supergravitytheories in space-time dimensions $D\ge5$ as well as various instabilities ofsuch solutions.;Sean Stotyn;hep-th;Ph.D. Thesis, 152 pages, 7 figures;http://arxiv.org/pdf/1209.2726v1.pdf;./files/ExactSolutionsAndBlackHoleStabilityInHigherDimensionalSupergravityTheories.pdf
http://arxiv.org/abs/1409.5626v1;2014-09-19T12:31:52Z;2014-09-19T12:31:52Z;SpectralAndTimingAnalysisOfThePromptEmissionOfGammaRayBursts.pdf;  A Thesis Submitted to the Tata Institute of Fundamental Research, Mumbai forthe degree of Doctor of Philosophy in Physics (supervisor: Prof. A. R. Rao);Rupal Basak;astro-ph.HE;A Thesis on gamma-ray burst prompt emission analysis;http://arxiv.org/pdf/1409.5626v1.pdf;./files/SpectralAndTimingAnalysisOfThePromptEmissionOfGammaRayBursts.pdf
http://arxiv.org/abs/1407.1494v1;2014-07-06T13:30:28Z;2014-07-06T13:30:28Z;FromSpinTorqueNanoOscillatorsToMemristorsMultiFunctionalNanodevicesForAdvancedComputing.pdf;  This Habilitation Thesis written in 2013 reviews my research work on spintorque nano-oscillators (from zero-field oscillations, to synchronization andvortex oscillators) and memristive devices (spin Torque and ferroelectricmemristors).;Julie Grollier;cond-mat.mtrl-sci;Habilitation Thesis (June 2013);http://arxiv.org/pdf/1407.1494v1.pdf;./files/FromSpinTorqueNanoOscillatorsToMemristorsMultiFunctionalNanodevicesForAdvancedComputing.pdf
http://arxiv.org/abs/1612.07672v1;2016-12-22T16:04:48Z;2016-12-22T16:04:48Z;GeometricSymmetriesAndTopologicalTermsInFTheoryAndFieldTheory.pdf;  In this thesis we investigate topological aspects and arithmetic structuresin quantum field theory and string theory. Particular focus is put onconsistent truncations of supergravity and compactifications of F-theory.;Andreas Kapfer;hep-th;PhD Thesis;http://arxiv.org/pdf/1612.07672v1.pdf;./files/GeometricSymmetriesAndTopologicalTermsInFTheoryAndFieldTheory.pdf
http://arxiv.org/abs/1708.07564v1;2017-08-24T21:40:33Z;2017-08-24T21:40:33Z;BmsInHigherSpaceTimeDimensionsAndNonRelativisticBms.pdf;  Master's thesis. We present a study of the BMS Group is higher space-timedimensions, and the extension of this group to non-relativistic systems.;D. G. Delmastro;hep-th;Master's thesis;http://arxiv.org/pdf/1708.07564v1.pdf;./files/BmsInHigherSpaceTimeDimensionsAndNonRelativisticBms.pdf
http://arxiv.org/abs/1910.12198v1;2019-10-27T07:01:17Z;2019-10-27T07:01:17Z;EffectusesInCategoricalQuantumFoundations.pdf;  This thesis develops the theory of effectuses as a categorical axiomaticapproach to quantum theory. It provides a comprehensive introduction toeffectus theory and reveals its connections with various other topics andapproaches.;Kenta Cho;quant-ph;PhD thesis, Radboud University (2019);http://arxiv.org/pdf/1910.12198v1.pdf;./files/EffectusesInCategoricalQuantumFoundations.pdf
http://arxiv.org/abs/hep-th/0611039v1;2006-11-03T12:38:28Z;2006-11-03T12:38:28Z;ModuliStabilisationAndApplicationsInIibStringTheory.pdf;  This article represents the author's PhD thesis. It describes modulistabilisation in IIB string theory and applications to phenomenological topics.The first half of the thesis starts with an introductory review. It continueswith an account of the statistics of complex structure moduli stabilisationbefore moving to Kahler moduli stabilisation. It describes in detail thelarge-volumes models and justifies the assumptions used in their construction.The second half of the thesis is concerned with applications tophenomenological topics. These include supersymmetry breaking and soft terms,inflationary model building and axions.;Joseph P. Conlon;hep-th;219 pages, 16 figures. Author's PhD thesis;http://arxiv.org/pdf/hep-th/0611039v1.pdf;./files/ModuliStabilisationAndApplicationsInIibStringTheory.pdf
http://arxiv.org/abs/0712.2173v1;2007-12-13T15:45:52Z;2007-12-13T15:45:52Z;CalabiYauCrystalsInTopologicalStringTheory.pdf;  This thesis is concerned with a realisation of topological theories in termsof statistical models known as Calabi-Yau crystals. The thesis starts with anintroduction and review of topological field and string theories. Subsequentlyseveral new results are presented. The main focus of the thesis is on thetopological string theory. In this case crystal models correspond tothree-dimensional partitions and their relations with the topological vertextheory and knot invariants are studied. Two-dimensional crystal modelscorresponding to topological gauge theories on ALE spaces are also introducedand analysed. Essential mathematical tools are summarised in appendices.;Piotr Sułkowski;hep-th;PhD thesis, June 2007, 200 pages, introductory chapter in Polish;http://arxiv.org/pdf/0712.2173v1.pdf;./files/CalabiYauCrystalsInTopologicalStringTheory.pdf
http://arxiv.org/abs/1812.00038v1;2018-11-30T20:04:03Z;2018-11-30T20:04:03Z;ThesisSemiRiemannianNoncommutativeGeometry,GaugeTheory,AndTheStandardModelOfParticlePhysics.pdf;  The subject of this PhD thesis is noncommutative geometry - more specificallyspectral triples - and how it can be generalized to semi-Riemannian manifoldsgenerally, and Lorentzian manifolds in particular. The first half of thisthesis will thus be dedicated to the transition from Riemannian tosemi-Riemannian manifolds. This entails a study of Clifford algebras forindefinite vector spaces and Spin structures on semi-Riemannian manifolds. Animportant consequence of this is the introduction of Krein spaces, which willenable us to generalize spectral triples to indefinite spectral triples. In thesecond half of this thesis, we will apply the formalism of noncommutativedifferential forms to indefinite spectral triples to construct noncommutativegauge theories on Lorentzian spacetimes. We will then demonstrate how torecover the Standard Model.;Nadir Bizi;math-ph;180 pages, PhD thesis;http://arxiv.org/pdf/1812.00038v1.pdf;./files/ThesisSemiRiemannianNoncommutativeGeometry,GaugeTheory,AndTheStandardModelOfParticlePhysics.pdf
http://arxiv.org/abs/0710.3210v1;2007-10-17T02:51:48Z;2007-10-17T02:51:48Z;Entanglement,Invariants,AndPhylogenetics.pdf;  This thesis develops and expands upon known techniques of mathematicalphysics relevant to the analysis of the popular Markov model of phylogenetictrees required in biology to reconstruct the evolutionary relationships oftaxonomic units from biomolecular sequence data. The techniques of mathematicalphysics are plethora and have been developed for some time. The Markov model ofphylogenetics and its analysis is a relatively new technique where mostprogress to date has been achieved by using discrete mathematics. This thesistakes a group theoretical approach to the problem by beginning with aremarkable mathematical parallel to the process of scattering in particlephysics. This is shown to equate to branching events in the evolutionaryhistory of molecular units. The major technical result of this thesis is thederivation of existence proofs and computational techniques for calculatingpolynomial group invariant functions on a multi-linear space where the groupaction is that relevant to a Markovian time evolution. The practical results ofthis thesis are an extended analysis of the use of invariant functions indistance based methods and the presentation of a new reconstruction techniquefor quartet trees which is consistent with the most general Markov model ofsequence evolution.;J G Sumner;q-bio.QM;PhD thesis;http://arxiv.org/pdf/0710.3210v1.pdf;./files/Entanglement,Invariants,AndPhylogenetics.pdf
http://arxiv.org/abs/1210.6186v1;2012-10-23T10:42:03Z;2012-10-23T10:42:03Z;FaddeevRandomPhaseApproximationAppliedToMolecules.pdf;  This Ph.D. thesis derives the equations of the Faddeev Random PhaseApproximation (FRPA) and applies the method to a set of small atoms andmolecules. The occurence of RPA instabilities in the dissociation limit isaddressed in molecules and by the study of the Hubbard molecule as a testsystem with reduced dimensionality.;Matthias Degroote;physics.chem-ph;Ph.D. thesis;http://arxiv.org/pdf/1210.6186v1.pdf;./files/FaddeevRandomPhaseApproximationAppliedToMolecules.pdf
http://arxiv.org/abs/0802.1616v1;2008-02-12T11:03:24Z;2008-02-12T11:03:24Z;TheWaveEquationOnStaticSingularSpaceTimes.pdf;  The first part of my thesis lays the foundations to generalized Lorentzgeometry. The basic algebraic structure of finite-dimensional modules over thering of generalized numbers is investigated. The motivation for this part of mythesis evolved from the main topic, the wave equation on singular space-times.The second and main part of my thesis is devoted to establishing a localexistence and uniqueness theorem for the wave equation on singular space-times.The singular Lorentz metric subject to our discussion is modeled within thespecial algebra on manifolds in the sense of Colombeau. Inspired by an approachto generalized hyperbolicity of conical-space times due to Vickers and Wilson,we succeed in establishing certain energy estimates, which by a furtherelaborated equivalence of energy integrals and Sobolev norms allow us to proveexistence and uniqueness of local generalized solutions of the wave equationwith respect to a wide class of generalized metrics. The third part of mythesis treats three different point value resp. uniqueness questions inalgebras of generalized functions;Eberhard Mayerhofer;math.GM;102 pages, 4 figures, PhD Thesis, concise introduction;http://arxiv.org/pdf/0802.1616v1.pdf;./files/TheWaveEquationOnStaticSingularSpaceTimes.pdf
http://arxiv.org/abs/1710.00874v1;2017-10-02T19:19:39Z;2017-10-02T19:19:39Z;ExcitingNucleonsInComptonScatteringAndHydrogenLikeAtoms.pdf;  This PhD thesis is devoted to the low-energy structure of the nucleon (protonand neutron) as seen through electromagnetic probes, e.g., electron and Comptonscattering. The research presented here is based primarily on dispersion theoryand chiral effective-field theory. The main motivation is the recent protonradius puzzle, which is the discrepancy between the classic proton chargeradius determinations (based on electron-proton scattering and normal hydrogenspectroscopy) and the highly precise extraction based on first muonic-hydrogenexperiments by the CREMA Collaboration. The precision of muonic-hydrogenexperiments is presently limited by the knowledge of proton structure effectsbeyond the charge radius. A major part of this thesis is devoted to calculatingthese effects using everything we know about the nucleon electromagneticstructure from both theory and experiment.  The thesis consists of eight chapters. The first and last are, respectively,the introduction and conclusion. The remainder of this thesis can roughly bedivided into the following three topics: finite-size effects in hydrogen-likeatoms, real and virtual Compton scattering, and two-photon-exchange effects.;Franziska Hagelstein;nucl-th;"PhD thesis,
  https://publications.ub.uni-mainz.de/theses/frontdoor.php?source_opus=100001437";http://arxiv.org/pdf/1710.00874v1.pdf;./files/ExcitingNucleonsInComptonScatteringAndHydrogenLikeAtoms.pdf
http://arxiv.org/abs/1007.3520v1;2010-07-20T21:40:11Z;2010-07-20T21:40:11Z;CircuitQuantumElectrodynamics.pdf;  Circuit Quantum Electrodynamics (cQED), the study of the interaction betweensuperconducting circuits behaving as artificial atoms and 1-dimensionaltransmission-line resonators, has shown much promise for quantum informationprocessing tasks. For the purposes of quantum computing it is usual toapproximate the artificial atoms as 2-level qubits, and much effort has beenexpended on attempts to isolate these qubits from the environment and to inventever more sophisticated control and measurement schemes. Rather than focussingon these technological aspects of the field, this thesis investigates theopportunities for using these carefully engineered systems for answeringquestions of fundamental physics.;Lev S. Bishop;cond-mat.mes-hall;"Yale University PhD Thesis (May 2010). 168 pages. To obtain
  hardcopies see http://www.levbishop.com/thesis/";http://arxiv.org/pdf/1007.3520v1.pdf;./files/CircuitQuantumElectrodynamics.pdf
http://arxiv.org/abs/1410.7939v1;2014-10-29T11:27:09Z;2014-10-29T11:27:09Z;EvaluationOfMultiLoopMultiScaleIntegralsAndPhenomenologicalTwoLoopApplications.pdf;  In this thesis, major developments in the publicly available program SecDecare presented, extending the numerical evaluation of multi-loop multi-scaleintegrals from Euclidean to physical kinematics. The power of this new featureis shown in two phenomenological applications. In the first, numerical resultsfor several massive two-loop four-point functions are shown. In its secondapplication within this thesis, the leading momentum-dependent two-loopcorrections to the neutral $\mathcal{CP}$-even MSSM Higgs-boson masses arecalculated. The results are included in the code FeynHiggs.;Sophia Borowka;hep-ph;"PhD thesis, Max Planck Institute for Physics in Munich (in
  cooperation with the TU Munich), 2014, 197 pages";http://arxiv.org/pdf/1410.7939v1.pdf;./files/EvaluationOfMultiLoopMultiScaleIntegralsAndPhenomenologicalTwoLoopApplications.pdf
http://arxiv.org/abs/1507.06494v1;2015-07-23T13:56:50Z;2015-07-23T13:56:50Z;MatrixFactorizationsAndTheLandauGinzburgConformalFieldTheoryCorrespondence.pdf;  This is the author's PhD thesis, which focuses on the so-calledLandau-Ginzburg/conformal field theory correspondence. This correspondencedates from the late 80s and early 90s in the physics literature and inparticular, it predicts a relation between defects in Landau-Ginzburg modelsand defects in conformal field theories. This relation is supported byexamples, but not understood in general, nor up to date is there a clearmathematical conjecture of the Landau-Ginzburg/conformal field theorycorrespondence. The pursuit of a precise mathematical statement of thisconjecture continues to generate a rich mathematical output, and this PhDthesis is another contribution towards this end.;Ana Ros Camacho;math.QA;PhD thesis;http://arxiv.org/pdf/1507.06494v1.pdf;./files/MatrixFactorizationsAndTheLandauGinzburgConformalFieldTheoryCorrespondence.pdf
http://arxiv.org/abs/math-ph/0601031v1;2006-01-15T14:18:26Z;2006-01-15T14:18:26Z;WeilRepresentation,DeligneSheaf,AndProofOfTheKurlbergRudnickConjecture.pdf;  This is my Ph.D. thesis written under the direction of Prof. Joseph Bernsteinat Tel-Aviv University. Submitted: March 2005.;Shamgar Gurevich;math-ph;"This is my Ph.D. thesis written under the direction of Prof. Joseph
  Bernstein at Tel-Aviv University (Submitted: March 2005). Among other things
  it also includes the first constructions of ""Hecke Eigenscars""";http://arxiv.org/pdf/math-ph/0601031v1.pdf;./files/WeilRepresentation,DeligneSheaf,AndProofOfTheKurlbergRudnickConjecture.pdf
