id,updatedDate,publishedDate,title,summary,authors,downloadLink,filePath
http://arxiv.org/abs/0706.1961v1,2007-06-13T18:26:02Z,2007-06-13T18:26:02Z,KleinianGroupsWithUbiquitousSurfaceSubgroups.pdf,"  We show that every finitely-generated free subgroup of a right-angled,co-compact Kleinian reflection group is contained in a surface subgroup.",Joseph D. Masters,http://arxiv.org/pdf/0706.1961v1.pdf,./files/KleinianGroupsWithUbiquitousSurfaceSubgroups.pdf
http://arxiv.org/abs/0902.2294v2,2009-02-23T23:12:02Z,2009-02-13T11:22:36Z,OnTheStructureOfGeneratorsForNonMarkovianMasterEquations.pdf,  Complete characterization of complete positivity preserving non-Markovianmaster equations is presented.,"Andrzej Kossakowski, Rolando Rebolledo, ",http://arxiv.org/pdf/0902.2294v2.pdf,./files/OnTheStructureOfGeneratorsForNonMarkovianMasterEquations.pdf
http://arxiv.org/abs/cond-mat/9301008v1,1993-01-08T17:26:00Z,1993-01-08T17:26:00Z,ModelsForLocalOhmicQuantumDissipation.pdf,"  We construct model master equations for local quantum dissipation. The masterequations are in the form of Lindblad generators, with imposed constraints thatthe dissipations be strictly linear (i.e. ohmic), isotropic and translationallyinvariant. A particular form for is chosen to satisfy the constraints. Theresulting master equations are given in both the Schr\""odinger and Heisenbergforms. We obtain fluctuation-dissipation relations, and discuss the relaxationof average kinetic energy to effective thermal equilibrium values. We compareour results to the Dekker and the Caldeira-Leggett master equations. Thesemaster equations allow a more general approach to quantum dissipation and thedynamics of quantum coherence to account for the nontrivial system-environmentcoupling in a local environment.",M. R. Gallis,http://arxiv.org/pdf/cond-mat/9301008v1.pdf,./files/ModelsForLocalOhmicQuantumDissipation.pdf
http://arxiv.org/abs/quant-ph/9508004v1,1995-08-04T15:08:42Z,1995-08-04T15:08:42Z,AlternativeDerivationOfTheHuPazZhangMasterEquationForQuantumBrownianMotion.pdf,"  Hu, Paz and Zhang [ B.L. Hu, J.P. Paz and Y. Zhang, Phys. Rev. D {\bf 45}(1992) 2843] have derived an exact master equation for quantum Brownian motionin a general environment via path integral techniques. Their master equationprovides a very useful tool to study the decoherence of a quantum system due tothe interaction with its environment. In this paper, we give an alternative andelementary derivation of the Hu-Paz-Zhang master equation, which involvestracing the evolution equation for the Wigner function. We also discuss themaster equation in some special cases.","J. J. Halliwell, T. Yu, ",http://arxiv.org/pdf/quant-ph/9508004v1.pdf,./files/AlternativeDerivationOfTheHuPazZhangMasterEquationForQuantumBrownianMotion.pdf
http://arxiv.org/abs/quant-ph/0306089v1,2003-06-12T22:09:21Z,2003-06-12T22:09:21Z,MeanFieldMasterEquationForSelfInteractingBathsIiExtensionToTimeDependentSubsystemHamiltonians.pdf,  A mean field argument is used to derive a master equation for systemssimultaneously interacting with external fields and coupled environmentaldegrees of freedom. We prove that this master equation preserves positivity ofthe reduced density matrix. Solutions of the master equation are compared withexact solutions for a system consisting of three spins which is manipulatedwith a sequence of laser pulses while interacting with a spin-bath. Exactsolutions appear to converge to the master equation result as the number ofbath spins increases.,"Joshua Wilkie, Murat Cetinbas, ",http://arxiv.org/pdf/quant-ph/0306089v1.pdf,./files/MeanFieldMasterEquationForSelfInteractingBathsIiExtensionToTimeDependentSubsystemHamiltonians.pdf
http://arxiv.org/abs/1401.0476v1,2014-01-02T17:27:30Z,2014-01-02T17:27:30Z,HybridQuantumClassicalMasterEquations.pdf,"  We discuss hybrid master equations of composite systems which are hybrids ofclassical and quantum subsystems. A fairly general form of hybrid masterequations is suggested, its consistency is derived from the consistency ofLindblad quantum master equations. We emphasize that quantum measurement is anatural example of exact hybrid systems. We derive a heuristic hybrid masterequation of time-continuous position measurement",Lajos Diósi,http://arxiv.org/pdf/1401.0476v1.pdf,./files/HybridQuantumClassicalMasterEquations.pdf
http://arxiv.org/abs/1512.07244v2,2016-03-23T20:06:58Z,2015-12-22T20:44:58Z,ExactClosedMasterEquationForGaussianNonMarkovianDynamics.pdf,"  Non-Markovian master equations describe general open quantum systems when noapproximation is made. We provide the exact closed master equation for theclass of Gaussian, completely positive, trace preserving, non-Markoviandynamics. This very general result allows to investigate a vast variety ofphysical systems. We show that the master equation for non-Markovian quantumBrownian motion is a particular case of our general result. Furthermore, wederive the master equation unraveled by a non-Markovian, dissipative stochasticSchr\""odinger equation, paving the way for the analysis of dissipativenon-Markovian collapse models.",L. Ferialdi,http://arxiv.org/pdf/1512.07244v2.pdf,./files/ExactClosedMasterEquationForGaussianNonMarkovianDynamics.pdf
http://arxiv.org/abs/1710.07321v1,2017-10-19T19:02:06Z,2017-10-19T19:02:06Z,EntrainmentInTheMasterEquation.pdf,"  The master equation plays an important role in many scientific fieldsincluding physics, chemistry, systems biology, physical finance, andsociodynamics. We consider the master equation with periodic transition rates.This may represent an external periodic excitation like the 24h solar day inbiological systems or periodic traffic lights in a model of vehicular traffic.Using tools from systems and control theory, we prove that under mild technicalconditions every solution of the master equation converges to a periodicsolution with the same period as the rates. In other words, the master equationentrains (or phase locks) to periodic excitations. We describe two applicationsof our theoretical results to important models from statistical mechanics andepidemiology.","Michael Margaliot, Lars Grüne, Thomas Kriecherbauer, ",http://arxiv.org/pdf/1710.07321v1.pdf,./files/EntrainmentInTheMasterEquation.pdf
http://arxiv.org/abs/2001.10406v1,2020-01-28T15:20:20Z,2020-01-28T15:20:20Z,SplittingMethodsAndShortTimeExistenceForTheMasterEquationsInMeanFieldGames.pdf,"  We develop a splitting method to prove the well-posedness, in short time, ofsolutions for two master equations in mean field game (MFG) theory: the secondorder master equation, describing MFGs with a common noise, and the system ofmaster equations associated with MFGs with a major player. Both problems areinfinite dimensional equations stated in the space of probability measures. Ournew approach simplifies, shortens and generalizes previous existence resultsfor second order master equations and provides the first existence result forsystems associated with MFG problems with a major player.","Pierre Cardaliaguet, Marco Cirant, Alessio Porretta, ",http://arxiv.org/pdf/2001.10406v1.pdf,./files/SplittingMethodsAndShortTimeExistenceForTheMasterEquationsInMeanFieldGames.pdf
http://arxiv.org/abs/1011.2371v1,2010-11-10T13:14:09Z,2010-11-10T13:14:09Z,TimeConvolutionlessMasterEquationForQuantumDotsPerturbativeExpansionToArbitraryOrder.pdf,"  The master equation describing the non-equilibrium dynamics of a quantum dotcoupled to metallic leads is considered. Employing a superoperator approach, wederive an exact time-convolutionless master equation for the probabilities ofdot states, i.e., a time-convolutionless Pauli master equation. The generatorof this master equation is derived order by order in the hybridization betweendot and leads. Although the generator turns out to be closely related to theT-matrix expressions for the transition rates, which are plagued bydivergences, in the time-convolutionless generator all divergences cancel orderby order. The time-convolutionless and T-matrix master equations are contrastedto the Nakajima-Zwanzig version. The absence of divergences in theNakajima-Zwanzig master equation due to the nonexistence of secular reduciblecontributions becomes rather transparent in our approach, which explicitlyprojects out these contributions. We also show that the time-convolutionlessgenerator contains the generator of the Nakajima-Zwanzig master equation in theMarkov approximation plus corrections, which we make explicit. Furthermore, itis shown that the stationary solutions of the time-convolutionless and theNakajima-Zwanzig master equations are identical. However, this identity neitherextends to perturbative expansions truncated at finite order nor to dynamicalsolutions. We discuss the conditions under which the Nakajima-Zwanzig-Markovmaster equation nevertheless yields good results.",Carsten Timm,http://arxiv.org/pdf/1011.2371v1.pdf,./files/TimeConvolutionlessMasterEquationForQuantumDotsPerturbativeExpansionToArbitraryOrder.pdf
http://arxiv.org/abs/hep-th/0111101v2,2002-06-19T14:02:16Z,2001-11-12T09:02:52Z,TheMasterWardIdentity.pdf,"  In the framework of perturbative quantum field theory (QFT) we propose a new,universal (re)normalization condition (called 'master Ward identity') whichexpresses the symmetries of the underlying classical theory. It implies forexample the field equations, energy-momentum, charge- and ghost-numberconservation, renormalized equal-time commutation relations and BRST-symmetry.  It seems that the master Ward identity can nearly always be satisfied, theonly exceptions we know are the usual anomalies. We prove the compatibility ofthe master Ward identity with the other (re)normalization conditions of causalperturbation theory, and for pure massive theories we show that the 'centralsolution' of Epstein and Glaser fulfills the master Ward identity, if theUV-scaling behavior of its individual terms is not relatively lowered.  Application of the master Ward identity to the BRST-current of non-Abeliangauge theories generates an identity (called 'master BRST-identity') whichcontains the information which is needed for a local construction of thealgebra of observables, i.e. the elimination of the unphysical fields and theconstruction of physical states in the presence of an adiabatically switchedoff interaction.","M. Duetsch, F. -M. Boas, ",http://arxiv.org/pdf/hep-th/0111101v2.pdf,./files/TheMasterWardIdentity.pdf
http://arxiv.org/abs/0708.3713v2,2007-09-20T12:31:08Z,2007-08-28T06:20:40Z,AFieldTheoreticApproachToMasterEquationsAndAVariationalMethodBeyondThePoissonAnsatz.pdf,"  We develop a variational scheme in a field theoretic approach to a stochasticprocess. While various stochastic processes can be expressed using masterequations, in general it is difficult to solve the master equations exactly,and it is also hard to solve the master equations numerically because of thecurse of dimensionality. The field theoretic approach has been used in order tostudy such complicated master equations, and the variational scheme achievestremendous reduction in the dimensionality of master equations. For thevariational method, only the Poisson ansatz has been used, in which onerestricts the variational function to a Poisson distribution. Hence, one hasdealt with only restricted fluctuation effects. We develop the variationalmethod further, which enables us to treat an arbitrary variational function. Itis shown that the variational scheme developed gives a quantitatively goodapproximation for master equations which describe a stochastic gene regulatorynetwork.",Jun Ohkubo,http://arxiv.org/pdf/0708.3713v2.pdf,./files/AFieldTheoreticApproachToMasterEquationsAndAVariationalMethodBeyondThePoissonAnsatz.pdf
http://arxiv.org/abs/1110.4947v1,2011-10-22T05:17:28Z,2011-10-22T05:17:28Z,DerivationOfExactMasterEquationWithStochasticDescriptionDissipativeHarmonicOscillator.pdf,"  A systematic procedure for deriving the master equation of a dissipativesystem is reported in the framework of stochastic description. For theCaldeira-Leggett model of the harmonic-oscillator bath, a detailed andelementary derivation of the bath-induced stochastic field is presented. Thedynamics of the system is thereby fully described by a stochastic differentialequation and the desired master equation would be acquired with statisticalaveraging. It is shown that the existence of a closed-form master equationdepends on the specificity of the system as well as the feature of thedissipation characterized by the spectral density function. For a dissipativeharmonic oscillator it is observed that the correlation between the stochasticfield due to the bath and the system can be decoupled and the master equationnaturally comes out. Such an equation possesses the Lindblad form in which timedependent coefficients are determined by a set of integral equations. It isproved that the obtained master equation is equivalent to the well-knownHu-Paz-Zhang equation based on the path integral technique. The procedure isalso used to obtain the master equation of a dissipative harmonic oscillator intime-dependent fields.","Haifeng Li, Jiushu Shao, Shikuan Wang, ",http://arxiv.org/pdf/1110.4947v1.pdf,./files/DerivationOfExactMasterEquationWithStochasticDescriptionDissipativeHarmonicOscillator.pdf
http://arxiv.org/abs/1306.4429v3,2013-07-11T17:34:11Z,2013-06-19T05:33:51Z,OnTheNumberOfPopulationsOfCriticalPointsOfMasterFunctions.pdf,  We consider the master functions associated with one irreducible integrablehighest weight representation of a Kac-Moody algebra. We study the generationprocedure of new critical points from a given critical point of one of thesemaster functions. We show that all critical points of all these masterfunctions can be generated from the critical point of the master function withno variables. In particular this means that the set of all critical points ofall these master functions form a single population of critical points. Weformulate a conjecture that the number of populations of critical points ofmaster functions associated with a tensor product of irreducible integrablehighest weight representations of a Kac-Moody algebra are labeled byhomomorphisms to $\C$ of the Bethe algebra of the Gaudin model associated withthis tensor product.,"Evgeny Mukhin, Alexander Varchenko, ",http://arxiv.org/pdf/1306.4429v3.pdf,./files/OnTheNumberOfPopulationsOfCriticalPointsOfMasterFunctions.pdf
http://arxiv.org/abs/1709.05875v2,2018-04-16T09:01:23Z,2017-09-18T11:50:37Z,AMasterEquationForStronglyInteractingDipoles.pdf,"  We consider a pair of dipoles for which direct electrostatic dipole-dipoleinteractions may be significantly larger than the coupling to transverseradiation. We derive a master equation using the Coulomb gauge, which naturallyenables us to include the inter-dipole Coulomb energy within the systemHamiltonian rather than the interaction. In contrast, the standard masterequation for a two- dipole system, which depends entirely on well-knowngauge-invariant S-matrix elements, is usually derived using the multipolargauge, wherein there is no explicit inter-dipole Coulomb interaction. We showusing a generalised arbitrary-gauge light-matter Hamiltonian that this masterequation is obtained in other gauges only if the inter-dipole Coulombinteraction is kept within the interaction Hamiltonian rather than theunperturbed part as in our derivation. Thus, our master equation, while stillgauge-invariant, depends on different S-matrix elements, which giveseparation-dependent corrections to the standard matrix elements describingresonant energy transfer and collective decay. The two master equationscoincide in the large separation limit where static couplings are negligible.We provide an application of our master equation by findingseparation-dependent corrections to the natural emission spectrum of thetwo-dipole system.","Adam Stokes, Ahsan Nazir, ",http://arxiv.org/pdf/1709.05875v2.pdf,./files/AMasterEquationForStronglyInteractingDipoles.pdf
http://arxiv.org/abs/1910.01078v1,2019-10-02T16:54:00Z,2019-10-02T16:54:00Z,RosRescueFaultToleranceSystemForRobotOperatingSystem.pdf,"  In this chapter we discuss the problem of master failure in ROS1.0 and itsimpact on robotic deployments in the real world. We address this issue in thistutorial chapter where we outline, design and demonstrate a fault tolerantmechanism associated with ROS master failure. Unlike previous solutions whichuse primary backup replication and external checkpointing libraries which areprocess heavy, our mechanism adds a lightweight functionality to the ROS masterto enable it to recover from failure.  We present a modified version of ROS master which is equipped with a loggingmechanism to record the meta information and network state of ROS nodes as wellas a recovery mechanism to go back to the previous state without having toabort or restart all the nodes. We also implement an additional master monitornode responsible for failure detection on the master by polling it for itsavailability. Our code is implemented in python and preliminary tests wereconducted successfully on a variety of land, aerial and underwater robots and atele-operating computer running ROS Kinetic on Ubuntu 16.04. The code ispublicly available under a creative commons license on github athttps://github.com/PushyamiKaveti/fault-tolerant-ros-master","Pushyami Kaveti, Hanumant Singh, ",http://arxiv.org/pdf/1910.01078v1.pdf,./files/RosRescueFaultToleranceSystemForRobotOperatingSystem.pdf
http://arxiv.org/abs/1305.3245v1,2013-05-12T19:06:36Z,2013-05-12T19:06:36Z,WaveformCrossCorrelationForSeismicMonitoringOfUndergroundNuclearExplosions.PartIiSyntheticMasterEvents.pdf,"  Waveform cross correlation is an efficient tool for detection andcharacterization of seismic signals. The efficiency critically depends on theavailability of master events. For the purposes of the ComprehensiveNuclear-Test-Ban Treaty, cross correlation can globally reduce the thresholdmonitoring by 0.3 to 0.4 magnitude units. In seismically active regions, theoptimal choice of master events is straightforward. There are two approaches topopulate the global grid in aseismic areas: the replication of real masters andsynthetic seismograms calculated for seismic arrays of the InternationalMonitoring System. Synthetic templates depend on the accuracy of shape andamplitude predictions controlled by focal depth and mechanism, source function,velocity structure and attenuation along the master/station path. As in Part I,we test three focal mechanisms (explosion, thrust fault, and actual Harvard CMTsolution for one of the April 11, 2012 Sumatera aftershocks) and two velocitystructures (ak135 and CRUST 2.0). Sixteen synthetic master events weredistributed over a 1ox1o grid. We built five cross correlation standard eventlists (XSEL) and compared detections and events with those built using the realand grand master events as well as with the Reviewed Event Bulletin of theInternational Data Centre. The XSELs built using the source of explosion andak135 and the reverse fault with isotropic radiation pattern demonstrate theperformance similar to that of the real and grand masters. Therefore, it ispossible to cover all aseismic areas with synthetic masters without significantloss in seismic monitoring capabilities based on cross correlation.","Dmitry Bobrov, Ivan Kitov, Mikhail Rozhkov, ",http://arxiv.org/pdf/1305.3245v1.pdf,./files/WaveformCrossCorrelationForSeismicMonitoringOfUndergroundNuclearExplosions.PartIiSyntheticMasterEvents.pdf
http://arxiv.org/abs/1810.03793v1,2018-10-09T03:28:51Z,2018-10-09T03:28:51Z,CollectiveStrategiesWithAMasterSlaveMechanismDominateInSpatialIteratedPrisoner'sDilemma.pdf,"  The Iterated Prisoner's Dilemma (IPD) can model transactions amongindividuals in a population, including human cooperation and trust. Researchhas focused on equilibrium solutions, mutual cooperation and mutual defection,in IPD. The non-equilibrium strategy profile that one player cooperates and theopponent defects is considered to be unstable and temporal. In this research,we show that non-equilibrium strategies can also be dominant in spatial IPD. Anexample of such non-equilibrium strategy is a so-called Collective Strategywith Master-Slave Mechanism (CSMSM). A CSMSM identifies the opponent by playinga fixed sequence of moves in the first five rounds of IPD. If the opponent hasplayed the same sequence of moves, it is identified as a kin member. Otherwiseit is identified as non-kin. A CSMSM always defects against non-kins. There aretwo roles in the CSMSM group, master and slave. Every CSMSM acts as a masterinitially. A master may change to a slave with a predefined probability in eachgeneration. When two CSMSMs meet, they will cooperate with each other if bothare masters. In the case that one is a master and another is a slave, the slavewill cooperate and the master will defect so that the master's payoff ismaximized. Simulation results show that CSMSM outperforms well known strategieslike Tit-For-Tat and Always Defect in spatial IPD even if there are only asmall ratio of CSMSM in the initial population.","Jiawei Li,  etc, ",http://arxiv.org/pdf/1810.03793v1.pdf,./files/CollectiveStrategiesWithAMasterSlaveMechanismDominateInSpatialIteratedPrisoner'sDilemma.pdf
http://arxiv.org/abs/hep-ph/0204039v1,2002-04-03T15:44:26Z,2002-04-03T15:44:26Z,TheAnalyticalValuesOfTheSunriseMasterIntegralsForOneOfTheMassesEqualToZero.pdf,"  The analytical values of the sunrise master amplitudes were found for onemass equal to zero, two other arbitrary masses and an arbitrary external fourmomentum. Differential equations in the square of the external four momentumand masses were used to obtain the master integrals.","H. Czyz, A. Grzelinska, R. Zabawa, ",http://arxiv.org/pdf/hep-ph/0204039v1.pdf,./files/TheAnalyticalValuesOfTheSunriseMasterIntegralsForOneOfTheMassesEqualToZero.pdf
http://arxiv.org/abs/hep-th/9210034v1,1992-10-07T18:48:08Z,1992-10-07T18:48:08Z,ThermalEquilibriumFromTheHuPazZhangMasterEquation.pdf,"  The exact master equation for a harmonic oscillator coupled to a heat bath,derived recently by Hu, Paz and Zhang, is simplified by taking theweak-coupling, late-time limit. The unique time-independent solution to thissimplified master equation is the canonical ensemble at the temperature of thebath. The frequency of the oscillator is effectively lowered by the interactionwith the bath.",J. R. Anglin,http://arxiv.org/pdf/hep-th/9210034v1.pdf,./files/ThermalEquilibriumFromTheHuPazZhangMasterEquation.pdf
http://arxiv.org/abs/hep-th/9211037v1,1992-11-09T08:44:43Z,1992-11-09T08:44:43Z,AMasterEquationForMultiDimensionalNonLinearFieldTheories.pdf,"  A master equation ( $n$ dimensional non--Abelian current conservation lawwith mutually commuting current components ) is introduced formulti-dimensional non-linear field theories. It is shown that the masterequation provides a systematic way to understand 2-d integrable non-linearequations as well as 4-d self-dual equations and, more importantly, theirgeneralizations to higher dimensions.",Q-Han Park,http://arxiv.org/pdf/hep-th/9211037v1.pdf,./files/AMasterEquationForMultiDimensionalNonLinearFieldTheories.pdf
http://arxiv.org/abs/hep-th/9804041v1,1998-04-06T10:59:44Z,1998-04-06T10:59:44Z,MasterFieldOnFuzzySphere.pdf,  The O(N) symmetric vector model is considered on both ordinary and fuzzysphere. It is shown that in both cases master fields exist and their explicitforms are presented. They are found to mix the internal symmetry and the(fuzzy) space-time symmetry. It is also argued that the cutoff brought by thefuzzy sphere plays an essential role in constructing the master field.,Tsunehide Kuroki,http://arxiv.org/pdf/hep-th/9804041v1.pdf,./files/MasterFieldOnFuzzySphere.pdf
http://arxiv.org/abs/nlin/0112002v1,2001-12-03T15:12:40Z,2001-12-03T15:12:40Z,OnTheConstructionOfEvolutionEquationsAdmittingAMasterSymmetry.pdf,  A method for constructing evolution equations admitting a master symmetry isproposed. Several examples illustrating the method are presented. It is alsonoted that for certain evolution equations master symmetries can be useful forobtaining new conservation laws from a given one.,"F. Finkel, A. S. Fokas, ",http://arxiv.org/pdf/nlin/0112002v1.pdf,./files/OnTheConstructionOfEvolutionEquationsAdmittingAMasterSymmetry.pdf
http://arxiv.org/abs/0805.2432v2,2008-05-22T03:04:32Z,2008-05-16T02:56:49Z,TheSteadyStateDistributionOfTheMasterEquation.pdf,"  The steady states of the master equation are investigated. We give twoexpressions for the steady state distribution of the master equation a la theZubarev-McLennan steady state distribution, i.e., the exact expression and anexpression near equilibrium. The latter expression obtained is consistent withrecent attempt of constructing steady state theormodynamics.",Mitsusada M. Sano,http://arxiv.org/pdf/0805.2432v2.pdf,./files/TheSteadyStateDistributionOfTheMasterEquation.pdf
http://arxiv.org/abs/0811.2181v2,2010-01-04T17:44:58Z,2008-11-13T19:49:47Z,MasterEquationAndPerturbativeChernSimonsTheory.pdf,  We extend the Chern-Simons perturbative invariant of Axelrod and Singer tonon-acyclic connections. We construct a solution of the quantum master equationon the space of functions on the cohomology of the connection. We prove thatthis solution is well defined up to master homotopy. We discuss also invariantsof links.,Vito Iacovino,http://arxiv.org/pdf/0811.2181v2.pdf,./files/MasterEquationAndPerturbativeChernSimonsTheory.pdf
http://arxiv.org/abs/0911.4600v1,2009-11-24T11:18:37Z,2009-11-24T11:18:37Z,NonMarkovianMasterEquationForADampedDrivenTwoStateSystem.pdf,"  We present a detailed microscopic derivation for a non-Markovian masterequation for a driven two-state system interacting with a general structuredreservoir. The master equation is derived using the time-convolutionlessprojection operator technique in the limit of weak coupling between thetwo-state quantum system and its environment. We briefly discuss the Markovapproximation, the secular approximation and their validity.",Pinja Haikka,http://arxiv.org/pdf/0911.4600v1.pdf,./files/NonMarkovianMasterEquationForADampedDrivenTwoStateSystem.pdf
